Name,Comment,Time,Likes,Reply Count
Se Capellel,Literally teared 😢up watching the trailer. It’s a hint that I will definitely cry when I watch the full movie😭,2022-11-03T00:36:48Z,0,0
Steddy Tv,I Can Already Tell Somebody Important Is Gonna Die In The Movie.,2022-11-03T00:36:47Z,0,0
lado izquierdo,Epic...,2022-11-03T00:36:41Z,1,0
Jaylen Purvis,Can't wait to finally see this masterpiece!,2022-11-03T00:36:41Z,0,0
Bald Perspective,"The more James Cameron talks about this movie, the more pumped I get.  This was very cool-looking too.",2022-11-03T00:36:30Z,1,0
Veer Chasm,Looks like a TV demo when you walk into a Costco,2022-11-03T00:35:57Z,0,0
chadiwack,Those who doubt James Cameron are about to learn they are very mistaken. This is going to be amazing. It will break ALL records.,2022-11-03T00:35:57Z,0,2
Jay,Still can't match the hype of ENDGAME. Might match the collections after several re-releases lol,2022-11-03T00:35:35Z,0,0
Valentina the Creator,"Damn, that was beautiful. so amazing",2022-11-03T00:35:21Z,0,0
Paulo Rohden,4K in 2022 is ESSENTIAL!  Big mistake...,2022-11-03T00:35:18Z,1,0
DJ ALOK GAMER 2.0,<b>LOVE FORM TULUNAD</b> 💛❤️,2022-11-03T00:35:10Z,1,0
D.j.O'Connor,Everything Hollywood puts out is political trash... I have &quot;0&quot; faith this will be watchable ..im expecting another woke hollyweird piece of shhh,2022-11-03T00:35:03Z,2,0
Khalid Hamadeh,"I grew up with the first practically, (Whose CGI still beats everything today, its crazy how good Avatar was), and now we can continue this story. Thank God. Hope to be apart of this someday",2022-11-03T00:35:00Z,5,1
Slothrop 47,Cool videogame. Can't wait to play it.,2022-11-03T00:34:42Z,0,0
Live2DWaifus,James Cameron: I &quot;sea&quot; you!,2022-11-03T00:34:32Z,0,0
Yami Mia,We waited so long. Wheres 4K?,2022-11-03T00:34:31Z,0,0
SmolSarah,"LETS GOOOOOOO!!! ITS FINALLY HERE AFTER LIKE 3 YEARS OF DELAY!!! I watched this show for the first time when it came out, I was 4 at the time and it completely blew me away with how futuristic it was, and when I heard there were going to be 5!?!? I was overjoyed with the thought! 💙",2022-11-03T00:34:24Z,1,2
FuzzyLittleBastard,Meh,2022-11-03T00:34:08Z,0,0
aki_47,Pfft looks like the RDA will loose again,2022-11-03T00:34:03Z,1,0
Douglas Hedenkamp,They changed the artwork! They fixed it!<br>It looks... similar.<br>I know what you did.  I KNOW WHAT YOU DID!,2022-11-03T00:33:56Z,0,0
Bomb Shop,"I hope the humans win this time. I felt like the whole point of Avatar was showing Americans vs Indians, but told as aliens",2022-11-03T00:33:53Z,0,0
Ada Apa Saja?,Amazing!,2022-11-03T00:33:44Z,0,0
Sky Grey,The first Avatar movie was one of the best movie I’ve ever seen. Hope this one lives up to the hype.,2022-11-03T00:33:33Z,0,0
Fabio González,I want terminator 3 asap,2022-11-03T00:33:30Z,0,0
Reeze Vlog,“im blue da ba dee da be daa…..daa be dee da be daa…,2022-11-03T00:33:30Z,0,0
stav kous,YEESH,2022-11-03T00:33:11Z,0,0
Shelby Seelbach,As is the first one wasn't freaking long enough? Snooze.,2022-11-03T00:33:09Z,0,0
Andy Cutright,Is Grace being reborn? OMGAH,2022-11-03T00:33:07Z,0,0
Girish S Gowda,Magnificent &amp; magnanimous !,2022-11-03T00:33:06Z,0,0
Jeremy Ronald,Thank God that Sam Worthington is in it! And something tells me we are gonna get some Sigourney Weaver as well :),2022-11-03T00:32:57Z,0,1
okedoke1234,Military bad man again......blue people happy,2022-11-03T00:32:28Z,0,0
Ethan Morales,I don't know but here I'm more interested in humans than in ships I don't know why I find them more interesting hahaha,2022-11-03T00:32:14Z,0,0
NIRAN PUNNZ,Beautiful ❤️,2022-11-03T00:32:07Z,0,0
Omario Leslie,Can’t wait,2022-11-03T00:31:59Z,0,0
ActiveLivingChallenger,i think the mom is gonna die,2022-11-03T00:31:50Z,0,0
adamskiroo1,No thanks,2022-11-03T00:31:09Z,0,0
Mahesh watson,"I don't know man, feels like this movie is going to flop, hope not...",2022-11-03T00:31:04Z,0,0
oyosuki ‘,yor blu toof Dê vaise is reavy to pear,2022-11-03T00:30:50Z,0,0
lorlgd,Pura basura.,2022-11-03T00:30:44Z,0,0
Shri Shivshambhu,👌 Awesome 💥,2022-11-03T00:30:39Z,0,0
Touch. Me. I Will Turn You On,"The actors turned themselves into avatars and lived underwater for 10 years to prepare for their roles, that’s true dedication",2022-11-03T00:30:30Z,0,0
Miri Star . 380k views . 8 hours ago,"<a href=""https://www.youtube.com/watch?v=d9MyW72ELq0&amp;t=1m43s"">1:43</a> Blue and green na'vi 🤔",2022-11-03T00:30:22Z,1,0
Shpresa Loka,If native Americans were never exterminated this is what they would look like,2022-11-03T00:30:13Z,0,0
The Backlog is Real,"That one scene with Quaritch destroying that skull, it’s gotta be his, right? Honestly can’t wait to see what his arc is going to look like over the course of these films.",2022-11-03T00:30:05Z,4,0
Fred Colleman,I'm ready to sit my ass for 3 hours straight,2022-11-03T00:29:52Z,1,0
Chrissywissy,Now thats a masterpiece of a trailer👌,2022-11-03T00:29:44Z,0,0
Bair Mendoza,WORTH THE WAIT. 😱😭🥹,2022-11-03T00:29:30Z,0,0
Eat thebigonefirst,looks utterly forgettable. generic. and no better than a final fantasy cut scene.,2022-11-03T00:29:28Z,2,0
Lukeycool,looks awesome,2022-11-03T00:29:26Z,0,0
Miri Star . 380k views . 8 hours ago,"<a href=""https://www.youtube.com/watch?v=d9MyW72ELq0&amp;t=1m30s"">1:30</a> Green and blue Na'vi 🤔",2022-11-03T00:29:26Z,1,0
Viral Shorts and Reels,Namaste🙏 to All Avatar Crew Especially James Cameron 🇮🇳Namaste from India🙏,2022-11-03T00:29:19Z,0,0
HandSanitizer • 10 years ago,Can’t wait! Avatar was a good movie.,2022-11-03T00:28:40Z,0,0
JakeTheBikerDude,"This is gonna be great to see, definitely going on day 1 to see it 100%",2022-11-03T00:28:39Z,0,0
Tim Montano,It's about freaken time.,2022-11-03T00:28:38Z,0,0
Manikandtan C. K.,Looks amazing. But where are the villains?,2022-11-03T00:28:33Z,0,0
Eufrosnia D,I hope the humans win this time.,2022-11-03T00:28:17Z,0,0
PresCEO,Only 1080p?,2022-11-03T00:27:55Z,0,0
Tse Nam,Those bgm visuals n emotions just epic n goosebumpss wow cant wait to return to pandora this winter👌👌👌👌👌👌👌,2022-11-03T00:27:46Z,1,0
Gudang Airsoft,i saw a human boy with air mask in the previous trailer. who and where is he now?,2022-11-03T00:27:38Z,0,0
Rougefyre26,Holy...😲🤯<br>Oh I'm so friggin hooked now!!!😁,2022-11-03T00:27:37Z,0,0
НИИ клюквоведения им. Бориса Бритвы,I hope this time smurfs will suck and deep! Hail mankind!,2022-11-03T00:27:29Z,0,0
gretanicole,Looks AMAZING! I can't wait!!!,2022-11-03T00:27:18Z,0,0
Super- Man,Can’t believe it’s finally here …🔥🔥🙏🏻,2022-11-03T00:27:13Z,0,0
A1 Morrison,well if the movies as good as the trailer we're in for an experience,2022-11-03T00:27:08Z,0,2
Illicit,As a native American I find this almost as disgusting as the metaverse.,2022-11-03T00:27:05Z,1,0
Opo,Quaritch crushes his old human skull.  Interesting...,2022-11-03T00:26:44Z,1,0
Sylon 77,Probably more “WOKE” propaganda from Hollywood.  We we will save our money thanks.,2022-11-03T00:26:15Z,0,0
smallm,Its 2022 cgi are boring...,2022-11-03T00:25:46Z,0,0
Tk HighLights,Movie of the Year,2022-11-03T00:25:46Z,1,0
callitlikeitis,Awful boring trailer,2022-11-03T00:25:43Z,0,0
jcpi,I have never been so exited about an upcoming movie since blade 2.,2022-11-03T00:25:33Z,0,0
Bennyaten,Avatar x Subnautica,2022-11-03T00:24:54Z,0,0
Sora 7994,Looks very nice-But why just FHD resolution and not UHD/4k?o.O,2022-11-03T00:24:47Z,1,0
B b,Dances With Smurfs 2: Electric Boogaloo,2022-11-03T00:24:39Z,1,0
B Boy B Official ,12 Hours 1 Crore...<br>Record Before Realising...<br>Hurrah🌟🌟🌟🌟🌟,2022-11-03T00:24:36Z,1,0
Tse Nam,Jouney to pandora again⭐️⭐️⭐️⭐️⭐️,2022-11-03T00:24:34Z,2,0
NADI ART-TOYS,damn good,2022-11-03T00:24:32Z,1,0
Dai Nguyen,I hope the humans win this time.,2022-11-03T00:24:23Z,3,2
Megatron Decepticon,1080p Trailer only come on in this day and age with a movie like this like come on Fox  😴😴😴😴😴,2022-11-03T00:24:23Z,1,0
Bluberry🌸⚡️,I was gonna watch the movie until I realized it was 13+ soo sad at least I was one of the first to see this,2022-11-03T00:24:14Z,1,0
LeeL Vein,"The visuals &amp; director are historically amazing no doubt, but are the writings great? We'll find out soon",2022-11-03T00:24:10Z,1,0
Touch. Me. I Will Turn You On,"No veo la hora para ver esta película, significa mucho para mí , la primera fué un antes y un después en mi vida , no espero menos de esta 💚💚💚💚",2022-11-03T00:23:59Z,1,0
Fatima Pavon,I want to thank the CGI team for making this a stunning masterpiece. I can tell this took a painful amount of time to make this look so breathtakingly amazing. You guys must be proud of your work. Thank you so much!! 💙💙💙,2022-11-03T00:23:57Z,1718,17
Mr. Voidroy,I watched this movie as a kid growing up.  I served in the millitary and am now a vet. This movie took to long to come out.,2022-11-03T00:23:54Z,1,0
SvnsetSomnia,James Cameron if you happen to see this PLEASE fix the Terminator franchise after you’re finished with Avatar,2022-11-03T00:23:51Z,1,0
Sheep Boy,Just show a green lantern in this sector please! 😆,2022-11-03T00:23:35Z,1,0
aweslayne,Underwater scene gives off Subnautica vibe. Hell yeah!,2022-11-03T00:23:33Z,2,0
LotarWc2,Tau - Water Caste: the beginning.,2022-11-03T00:23:26Z,1,0
dannylonglegs,This is either gonna be really good or a disappointment. No in between.,2022-11-03T00:22:49Z,2,0
Mountainousman,Gooosbumps!!!,2022-11-03T00:22:36Z,1,0
sparkyin3d,"To all of the indigenous people of the World, teach us how to live in harmony with each other and with Mother Earth! Show us what we have forgotten. Thank you!",2022-11-03T00:22:27Z,0,0
MrHighway,I never understood why this title was such a big deal. It’s a great movie but idk,2022-11-03T00:22:26Z,0,0
Achmad Arifin,This is ART,2022-11-03T00:22:24Z,1,0
Tajane Fuller,Yesssssss can’t wait,2022-11-03T00:22:03Z,0,0
EclipsaNova,"Looks very pretty, but I can't really tell you what the story's going to be about despite seeing multiple trailers. As far as I can tell, humans bad, blue people good pretty much sums it up.",2022-11-03T00:22:00Z,1,0
Greendro,This looks absolutely beautiful I can't wait to watch this movie.,2022-11-03T00:21:53Z,3,1
winged hussar,the grphics look worse idk why maybe they made it to shiny it looks like a cartoon now,2022-11-03T00:21:52Z,1,0
Jehu crawford,This WILL be the movie of the decade again,2022-11-03T00:21:21Z,1,0
Nikil Karthikeyan,This going to be the highest grossing movie of all time,2022-11-03T00:21:13Z,1,0
Celes Griner,Better have LGBT representation,2022-11-03T00:21:12Z,0,6
Dyna Go To My ChanneI LiVE NOW,The visuals are stunning and beautiful. I can tell that this movie is going to be a masterpiece again,2022-11-03T00:21:11Z,218,2
ᚨᛒᚤᛋᛋᚨᛚ ᛞᛁᚨᛒᛚᛟ,And just when i thought i can survive nnnov,2022-11-03T00:21:03Z,1,0
Red Apple’s,First time when I saw this movie the first one  humans are wrong it was like Columbus  first arrive in America if we are one of them that's fine but we are not 😂,2022-11-03T00:21:02Z,1,0
Heavenly King,Why they cover their body parts with clothes since they are aliens???? Aliens are not humans...,2022-11-03T00:20:46Z,0,0
Raphael,take my credit card 💳,2022-11-03T00:20:41Z,2,0
Chris Fontanez,So beautiful!! I love Avatar and wanna go see this badly! And Kate Winslet looks gorgeous as Ronal too.,2022-11-03T00:20:38Z,1,0
Jack Spry,James Cameron is still a genius.,2022-11-03T00:20:25Z,1,0
ЧэХ,Я твой турух макто,2022-11-03T00:20:24Z,0,0
BiG BeAR,I hope this will be out in IMAX 3D...the first one in 3D was an amazing visual experience in theaters.,2022-11-03T00:20:05Z,1,0
Keqcy,Bro I love avatar !!!,2022-11-03T00:19:54Z,0,0
Traditional American,There is a reason Avatar left Zero Mark on Pop Culture.,2022-11-03T00:19:53Z,0,0
Da Impressionz,"Loved the first one, now I’ll love the second one!",2022-11-03T00:19:49Z,0,0
Carmen Estupinan,I’m so excited! The wait was worth it 🎉,2022-11-03T00:19:47Z,0,0
Peter Lopez,Bravo,2022-11-03T00:19:41Z,1,0
LuV2reV,The first one ruined me for all other movies,2022-11-03T00:19:33Z,0,0
MostofA kamal,She is a best movie....<br>From Bangladesh fan,2022-11-03T00:19:25Z,1,0
Peter Lopez,Bello….es una obra de arte …..un tipo de paraíso,2022-11-03T00:19:21Z,1,0
Николай Лебедев,"<a href=""https://www.youtube.com/watch?v=d9MyW72ELq0&amp;t=1m57s"">1:57</a> is the Titanic homage, right?",2022-11-03T00:19:19Z,1,0
Minetrackmania,Subnautica - Avatar Edition,2022-11-03T00:19:18Z,1,0
Fotosynthesis858,IMO: Avatar is the most overrated movie of all time,2022-11-03T00:19:17Z,1,0
guitarguy74,"I have literally no interest in the movie, but at least it's pretty.",2022-11-03T00:19:03Z,1,0
Joyel,Nice Trailer but why is this not in 4K ? 🤧,2022-11-03T00:18:58Z,2,3
Dr. Boom,"Looks like a movie I'll fall asleep to, just like I did during the first one. B-O-R-I-N-G.",2022-11-03T00:18:50Z,1,0
AH,Cant wait ❤🎉😢😮😅,2022-11-03T00:18:20Z,1,0
akajc1991,"Finally a movie without being fed that woke Disney, marvel/DC vomit",2022-11-03T00:18:01Z,1,0
Corrupted YungMind,Mid,2022-11-03T00:17:57Z,2,0
MostofA kamal,Best movie,2022-11-03T00:17:56Z,0,0
handsome devil,Looks cool,2022-11-03T00:17:52Z,1,0
Rahul Gupta,"Quite promising trailer, excited for movie.",2022-11-03T00:17:43Z,1,0
Touch. Me. I Will Turn You On,"No veo la hora para ver esta película, significa mucho para mí , la primera fué un antes y un después en mi vida , no espero menos de esta 💚💚💚💚",2022-11-03T00:17:29Z,1,0
GD T,This looks less than average,2022-11-03T00:17:24Z,3,0
deepthi thellamoothi,couldn't even finish watching the trailer....total crap,2022-11-03T00:17:18Z,1,0
Darek Baird,Mofo's really be out there saying &quot;anime is just cartoon drawnings&quot; or &quot;Games aren't art&quot; then seal clap for this CGI pre-rendered cutscene of a movie.,2022-11-03T00:17:10Z,1,0
cynical chimp,How are they gonna make a sequel when they killed off the main hero and protagonist Colonel badass Quaritch in the first movie?,2022-11-03T00:16:52Z,0,0
I have a waifu,I haven't ever in my life been so exiled for a movie.,2022-11-03T00:16:39Z,2,0
Fiirestone,"Remember people, the first movie was so immersive to some that they became suicidal after watching it, hoping to be reincarnated into the world of Pandora. So, assuming this second one is gonna have even more of an effect on people. Beware!",2022-11-03T00:16:08Z,1,0
Theo Pratama,James Cameron summoning unnamed Avatar fans to watch the movie so it can be the highest gross movie ever,2022-11-03T00:16:07Z,1,0
Clark,The last time I was this giddy with excitement for a movie was when the force awakens trailers were coming out. I’ve watched this trailer 4 times now and every time it almost brings me to tears,2022-11-03T00:16:04Z,3,0
Zeropunki,a bugs life remastered XD,2022-11-03T00:15:58Z,1,0
Cee MB,I’m looking forward to watching this movie. I hope it’s as good as the first one.😊,2022-11-03T00:15:56Z,1,0
fak1t,"was expecting way more honestly, looks like a meh game",2022-11-03T00:15:56Z,0,0
Rajith Lahiru,Here we go again 💙💙,2022-11-03T00:15:38Z,1,0
HiddenSentinel18,"Oh good, the writers from rings of Power got to write the dialog for this too",2022-11-03T00:15:36Z,1,0
aweslayne,Water Bending!,2022-11-03T00:15:33Z,0,0
Domini Scheffer,"Que incrível,  eu amo avatar",2022-11-03T00:15:30Z,2,1
Mister Agamble,Ich hab keine Lust :/,2022-11-03T00:15:28Z,0,0
Etez,I am close to crying finally seeing this... Dayum-,2022-11-03T00:15:23Z,0,0
ArcticGamez,imagine this in newer tech 3d,2022-11-03T00:15:13Z,0,0
Jacob,I need to see this,2022-11-03T00:15:11Z,0,0
limetree,Imagine the pressure the people who cut this trailer were under,2022-11-03T00:14:44Z,0,0
